timestamp,cell,variable,source,value,scenario
2018-01-18,CellId: 485ddd0000000000,precipitation,ERA5,2.0627975463867188,cross-source-ireland-precipitation
2018-01-19,CellId: 485ddd0000000000,precipitation,ERA5,0.3647804260253906,cross-source-ireland-precipitation
2018-01-20,CellId: 485ddd0000000000,precipitation,ERA5,6.744384765625,cross-source-ireland-precipitation
2018-01-21,CellId: 485ddd0000000000,precipitation,ERA5,16.59536361694336,cross-source-ireland-precipitation
2018-01-22,CellId: 485ddd0000000000,precipitation,ERA5,0.0705718994140625,cross-source-ireland-precipitation
2018-01-23,CellId: 485ddd0000000000,precipitation,ERA5,7.717609405517578,cross-source-ireland-precipitation
2018-01-24,CellId: 485ddd0000000000,precipitation,ERA5,11.68370246887207,cross-source-ireland-precipitation
2018-01-25,CellId: 485ddd0000000000,precipitation,ERA5,1.2340545654296875,cross-source-ireland-precipitation
2018-01-26,CellId: 485ddd0000000000,precipitation,ERA5,2.0952224731445312,cross-source-ireland-precipitation
2018-01-27,CellId: 485ddd0000000000,precipitation,ERA5,4.624366760253906,cross-source-ireland-precipitation
2018-01-28,CellId: 485ddd0000000000,precipitation,ERA5,0.18835067749023438,cross-source-ireland-precipitation
2018-01-29,CellId: 485ddd0000000000,precipitation,ERA5,7.716655731201172,cross-source-ireland-precipitation
2018-01-30,CellId: 485ddd0000000000,precipitation,ERA5,3.5915374755859375,cross-source-ireland-precipitation
2018-01-31,CellId: 485ddd0000000000,precipitation,ERA5,2.517223358154297,cross-source-ireland-precipitation
2018-01-01,CellId: 485de50000000000,precipitation,ERA5,0.7152557373046875,cross-source-ireland-precipitation
2018-01-02,CellId: 485de50000000000,precipitation,ERA5,8.223533630371094,cross-source-ireland-precipitation
2018-01-03,CellId: 485de50000000000,precipitation,ERA5,2.917766571044922,cross-source-ireland-precipitation
2018-01-04,CellId: 485de50000000000,precipitation,ERA5,5.4473876953125,cross-source-ireland-precipitation
2018-01-05,CellId: 485de50000000000,precipitation,ERA5,0.5426406860351562,cross-source-ireland-precipitation
2018-01-06,CellId: 485de50000000000,precipitation,ERA5,0.019550323486328125,cross-source-ireland-precipitation
2018-01-07,CellId: 485de50000000000,precipitation,ERA5,0.0,cross-source-ireland-precipitation
2018-01-08,CellId: 485de50000000000,precipitation,ERA5,0.046253204345703125,cross-source-ireland-precipitation
2018-01-09,CellId: 485de50000000000,precipitation,ERA5,5.815982818603516,cross-source-ireland-precipitation
2018-01-10,CellId: 485de50000000000,precipitation,ERA5,0.9975433349609375,cross-source-ireland-precipitation
2018-01-11,CellId: 485de50000000000,precipitation,ERA5,0.15401840209960938,cross-source-ireland-precipitation
2018-01-12,CellId: 485de50000000000,precipitation,ERA5,2.2978782653808594,cross-source-ireland-precipitation
2018-01-13,CellId: 485de50000000000,precipitation,ERA5,4.6176910400390625,cross-source-ireland-precipitation
2018-01-14,CellId: 485de50000000000,precipitation,ERA5,4.124641418457031,cross-source-ireland-precipitation
2018-01-15,CellId: 485de50000000000,precipitation,ERA5,5.177021026611328,cross-source-ireland-precipitation
2018-01-16,CellId: 485de50000000000,precipitation,ERA5,1.4934539794921875,cross-source-ireland-precipitation
2018-01-17,CellId: 485de50000000000,precipitation,ERA5,7.861137390136719,cross-source-ireland-precipitation
2018-01-18,CellId: 485de50000000000,precipitation,ERA5,1.8815994262695312,cross-source-ireland-precipitation
2018-01-19,CellId: 485de50000000000,precipitation,ERA5,0.5340576171875,cross-source-ireland-precipitation
2018-01-20,CellId: 485de50000000000,precipitation,ERA5,6.665229797363281,cross-source-ireland-precipitation
2018-01-21,CellId: 485de50000000000,precipitation,ERA5,18.243789672851562,cross-source-ireland-precipitation
2018-01-22,CellId: 485de50000000000,precipitation,ERA5,0.059604644775390625,cross-source-ireland-precipitation
2018-01-23,CellId: 485de50000000000,precipitation,ERA5,6.488800048828125,cross-source-ireland-precipitation
2018-01-24,CellId: 485de50000000000,precipitation,ERA5,10.351896286010742,cross-source-ireland-precipitation
2018-01-25,CellId: 485de50000000000,precipitation,ERA5,0.9951591491699219,cross-source-ireland-precipitation
2018-01-26,CellId: 485de50000000000,precipitation,ERA5,1.9807815551757812,cross-source-ireland-precipitation
2018-01-27,CellId: 485de50000000000,precipitation,ERA5,4.532337188720703,cross-source-ireland-precipitation
2018-01-28,CellId: 485de50000000000,precipitation,ERA5,0.22172927856445312,cross-source-ireland-precipitation
2018-01-29,CellId: 485de50000000000,precipitation,ERA5,7.448673248291016,cross-source-ireland-precipitation
2018-01-30,CellId: 485de50000000000,precipitation,ERA5,2.9382705688476562,cross-source-ireland-precipitation
2018-01-31,CellId: 485de50000000000,precipitation,ERA5,2.5014877319335938,cross-source-ireland-precipitation
2018-01-01,CellId: 485df90000000000,precipitation,ERA5,0.42819976806640625,cross-source-ireland-precipitation
2018-01-02,CellId: 485df90000000000,precipitation,ERA5,7.447719573974609,cross-source-ireland-precipitation
2018-01-03,CellId: 485df90000000000,precipitation,ERA5,2.3679733276367188,cross-source-ireland-precipitation
2018-01-04,CellId: 485df90000000000,precipitation,ERA5,5.646705627441406,cross-source-ireland-precipitation
2018-01-05,CellId: 485df90000000000,precipitation,ERA5,0.22268295288085938,cross-source-ireland-precipitation
2018-01-06,CellId: 485df90000000000,precipitation,ERA5,0.03528594970703125,cross-source-ireland-precipitation
2018-01-07,CellId: 485df90000000000,precipitation,ERA5,0.000476837158203125,cross-source-ireland-precipitation
2018-01-08,CellId: 485df90000000000,precipitation,ERA5,0.0286102294921875,cross-source-ireland-precipitation
2018-01-09,CellId: 485df90000000000,precipitation,ERA5,5.280017852783203,cross-source-ireland-precipitation
2018-01-10,CellId: 485df90000000000,precipitation,ERA5,0.5841255187988281,cross-source-ireland-precipitation
2018-01-11,CellId: 485df90000000000,precipitation,ERA5,0.1049041748046875,cross-source-ireland-precipitation
2018-01-12,CellId: 485df90000000000,precipitation,ERA5,1.678466796875,cross-source-ireland-precipitation
2018-01-13,CellId: 485df90000000000,precipitation,ERA5,5.030632019042969,cross-source-ireland-precipitation
2018-01-14,CellId: 485df90000000000,precipitation,ERA5,3.632068634033203,cross-source-ireland-precipitation
2018-01-15,CellId: 485df90000000000,precipitation,ERA5,4.9800872802734375,cross-source-ireland-precipitation
2018-01-16,CellId: 485df90000000000,precipitation,ERA5,1.28936767578125,cross-source-ireland-precipitation
2018-01-17,CellId: 485df90000000000,precipitation,ERA5,8.395671844482422,cross-source-ireland-precipitation
2018-01-18,CellId: 485df90000000000,precipitation,ERA5,1.7018318176269531,cross-source-ireland-precipitation
2018-01-19,CellId: 485df90000000000,precipitation,ERA5,0.4858970642089844,cross-source-ireland-precipitation
2018-01-20,CellId: 485df90000000000,precipitation,ERA5,6.777286529541016,cross-source-ireland-precipitation
2018-01-21,CellId: 485df90000000000,precipitation,ERA5,18.452167510986328,cross-source-ireland-precipitation
2018-01-22,CellId: 485df90000000000,precipitation,ERA5,0.045299530029296875,cross-source-ireland-precipitation
2018-01-23,CellId: 485df90000000000,precipitation,ERA5,6.192684173583984,cross-source-ireland-precipitation
2018-01-24,CellId: 485df90000000000,precipitation,ERA5,9.60850715637207,cross-source-ireland-precipitation
2018-01-25,CellId: 485df90000000000,precipitation,ERA5,0.8044242858886719,cross-source-ireland-precipitation
2018-01-26,CellId: 485df90000000000,precipitation,ERA5,1.8672943115234375,cross-source-ireland-precipitation
2018-01-27,CellId: 485df90000000000,precipitation,ERA5,4.422187805175781,cross-source-ireland-precipitation
2018-01-28,CellId: 485df90000000000,precipitation,ERA5,0.17499923706054688,cross-source-ireland-precipitation
2018-01-29,CellId: 485df90000000000,precipitation,ERA5,6.8073272705078125,cross-source-ireland-precipitation
2018-01-30,CellId: 485df90000000000,precipitation,ERA5,2.486705780029297,cross-source-ireland-precipitation
2018-01-31,CellId: 485df90000000000,precipitation,ERA5,2.322673797607422,cross-source-ireland-precipitation
2018-01-01,CellId: 485e030000000000,precipitation,ERA5,0.5373954772949219,cross-source-ireland-precipitation
2018-01-02,CellId: 485e030000000000,precipitation,ERA5,8.69894027709961,cross-source-ireland-precipitation
2018-01-03,CellId: 485e030000000000,precipitation,ERA5,2.563953399658203,cross-source-ireland-precipitation
2018-01-04,CellId: 485e030000000000,precipitation,ERA5,6.909847259521484,cross-source-ireland-precipitation
2018-01-05,CellId: 485e030000000000,precipitation,ERA5,1.5559196472167969,cross-source-ireland-precipitation
2018-01-06,CellId: 485e030000000000,precipitation,ERA5,0.023365020751953125,cross-source-ireland-precipitation
2018-01-07,CellId: 485e030000000000,precipitation,ERA5,0.000476837158203125,cross-source-ireland-precipitation
2018-01-08,CellId: 485e030000000000,precipitation,ERA5,0.0514984130859375,cross-source-ireland-precipitation
2018-01-09,CellId: 485e030000000000,precipitation,ERA5,6.0710906982421875,cross-source-ireland-precipitation
2018-01-10,CellId: 485e030000000000,precipitation,ERA5,0.14352798461914062,cross-source-ireland-precipitation
2018-01-11,CellId: 485e030000000000,precipitation,ERA5,0.060558319091796875,cross-source-ireland-precipitation
2018-01-12,CellId: 485e030000000000,precipitation,ERA5,2.1266937255859375,cross-source-ireland-precipitation
2018-01-13,CellId: 485e030000000000,precipitation,ERA5,5.9719085693359375,cross-source-ireland-precipitation
2018-01-14,CellId: 485e030000000000,precipitation,ERA5,3.7932395935058594,cross-source-ireland-precipitation
2018-01-15,CellId: 485e030000000000,precipitation,ERA5,4.881381988525391,cross-source-ireland-precipitation
2018-01-16,CellId: 485e030000000000,precipitation,ERA5,1.5687942504882812,cross-source-ireland-precipitation
2018-01-17,CellId: 485e030000000000,precipitation,ERA5,11.523246765136719,cross-source-ireland-precipitation
2018-01-18,CellId: 485e030000000000,precipitation,ERA5,2.4271011352539062,cross-source-ireland-precipitation
2018-01-19,CellId: 485e030000000000,precipitation,ERA5,0.3046989440917969,cross-source-ireland-precipitation
2018-01-20,CellId: 485e030000000000,precipitation,ERA5,5.386829376220703,cross-source-ireland-precipitation
2018-01-21,CellId: 485e030000000000,precipitation,ERA5,18.961429595947266,cross-source-ireland-precipitation
2018-01-22,CellId: 485e030000000000,precipitation,ERA5,0.07104873657226562,cross-source-ireland-precipitation
2018-01-23,CellId: 485e030000000000,precipitation,ERA5,4.975318908691406,cross-source-ireland-precipitation
2018-01-24,CellId: 485e030000000000,precipitation,ERA5,8.914947509765625,cross-source-ireland-precipitation
2018-01-25,CellId: 485e030000000000,precipitation,ERA5,1.3990402221679688,cross-source-ireland-precipitation
2018-01-26,CellId: 485e030000000000,precipitation,ERA5,1.6851425170898438,cross-source-ireland-precipitation
2018-01-27,CellId: 485e030000000000,precipitation,ERA5,4.034996032714844,cross-source-ireland-precipitation
2018-01-28,CellId: 485e030000000000,precipitation,ERA5,0.24127960205078125,cross-source-ireland-precipitation
2018-01-29,CellId: 485e030000000000,precipitation,ERA5,6.833076477050781,cross-source-ireland-precipitation
2018-01-30,CellId: 485e030000000000,precipitation,ERA5,3.040790557861328,cross-source-ireland-precipitation
2018-01-31,CellId: 485e030000000000,precipitation,ERA5,2.548694610595703,cross-source-ireland-precipitation
2018-01-01,CellId: 485e0f0000000000,precipitation,ERA5,0.7386207580566406,cross-source-ireland-precipitation
2018-01-02,CellId: 485e0f0000000000,precipitation,ERA5,9.570121765136719,cross-source-ireland-precipitation
2018-01-03,CellId: 485e0f0000000000,precipitation,ERA5,3.0794143676757812,cross-source-ireland-precipitation
2018-01-04,CellId: 485e0f0000000000,precipitation,ERA5,6.727695465087891,cross-source-ireland-precipitation
2018-01-05,CellId: 485e0f0000000000,precipitation,ERA5,1.9078254699707031,cross-source-ireland-precipitation
2018-01-06,CellId: 485e0f0000000000,precipitation,ERA5,0.01049041748046875,cross-source-ireland-precipitation
2018-01-07,CellId: 485e0f0000000000,precipitation,ERA5,0.0,cross-source-ireland-precipitation
2018-01-08,CellId: 485e0f0000000000,precipitation,ERA5,0.07009506225585938,cross-source-ireland-precipitation
2018-01-09,CellId: 485e0f0000000000,precipitation,ERA5,6.7195892333984375,cross-source-ireland-precipitation
2018-01-10,CellId: 485e0f0000000000,precipitation,ERA5,0.4935264587402344,cross-source-ireland-precipitation
2018-01-11,CellId: 485e0f0000000000,precipitation,ERA5,0.09918212890625,cross-source-ireland-precipitation
2018-01-12,CellId: 485e0f0000000000,precipitation,ERA5,2.7642250061035156,cross-source-ireland-precipitation
2018-01-13,CellId: 485e0f0000000000,precipitation,ERA5,5.527973175048828,cross-source-ireland-precipitation
2018-01-14,CellId: 485e0f0000000000,precipitation,ERA5,4.148006439208984,cross-source-ireland-precipitation
2018-01-15,CellId: 485e0f0000000000,precipitation,ERA5,4.9762725830078125,cross-source-ireland-precipitation
2018-01-16,CellId: 485e0f0000000000,precipitation,ERA5,1.7604827880859375,cross-source-ireland-precipitation
2018-01-17,CellId: 485e0f0000000000,precipitation,ERA5,11.363506317138672,cross-source-ireland-precipitation
2018-01-18,CellId: 485e0f0000000000,precipitation,ERA5,2.6073455810546875,cross-source-ireland-precipitation
2018-01-19,CellId: 485e0f0000000000,precipitation,ERA5,0.3452301025390625,cross-source-ireland-precipitation
2018-01-20,CellId: 485e0f0000000000,precipitation,ERA5,5.2623748779296875,cross-source-ireland-precipitation
2018-01-21,CellId: 485e0f0000000000,precipitation,ERA5,18.89181137084961,cross-source-ireland-precipitation
2018-01-22,CellId: 485e0f0000000000,precipitation,ERA5,0.08630752563476562,cross-source-ireland-precipitation
2018-01-23,CellId: 485e0f0000000000,precipitation,ERA5,5.175590515136719,cross-source-ireland-precipitation
2018-01-24,CellId: 485e0f0000000000,precipitation,ERA5,9.494543075561523,cross-source-ireland-precipitation
2018-01-25,CellId: 485e0f0000000000,precipitation,ERA5,1.4600753784179688,cross-source-ireland-precipitation
2018-01-26,CellId: 485e0f0000000000,precipitation,ERA5,1.796722412109375,cross-source-ireland-precipitation
2018-01-27,CellId: 485e0f0000000000,precipitation,ERA5,4.087924957275391,cross-source-ireland-precipitation
2018-01-28,CellId: 485e0f0000000000,precipitation,ERA5,0.2803802490234375,cross-source-ireland-precipitation
2018-01-29,CellId: 485e0f0000000000,precipitation,ERA5,7.3680877685546875,cross-source-ireland-precipitation
2018-01-30,CellId: 485e0f0000000000,precipitation,ERA5,3.348827362060547,cross-source-ireland-precipitation
2018-01-31,CellId: 485e0f0000000000,precipitation,ERA5,2.5725364685058594,cross-source-ireland-precipitation
2018-01-01,CellId: 485e730000000000,precipitation,ERA5,0.6265640258789062,cross-source-ireland-precipitation
2018-01-02,CellId: 485e730000000000,precipitation,ERA5,11.33871078491211,cross-source-ireland-precipitation
2018-01-03,CellId: 485e730000000000,precipitation,ERA5,3.73077392578125,cross-source-ireland-precipitation
2018-01-04,CellId: 485e730000000000,precipitation,ERA5,6.866931915283203,cross-source-ireland-precipitation
2018-01-05,CellId: 485e730000000000,precipitation,ERA5,2.2439956665039062,cross-source-ireland-precipitation
2018-01-06,CellId: 485e730000000000,precipitation,ERA5,0.010967254638671875,cross-source-ireland-precipitation
2018-01-07,CellId: 485e730000000000,precipitation,ERA5,0.0,cross-source-ireland-precipitation
2018-01-08,CellId: 485e730000000000,precipitation,ERA5,0.07915496826171875,cross-source-ireland-precipitation
2018-01-09,CellId: 485e730000000000,precipitation,ERA5,7.235050201416016,cross-source-ireland-precipitation
2018-01-10,CellId: 485e730000000000,precipitation,ERA5,1.0485649108886719,cross-source-ireland-precipitation
2018-01-11,CellId: 485e730000000000,precipitation,ERA5,0.12969970703125,cross-source-ireland-precipitation
2018-01-12,CellId: 485e730000000000,precipitation,ERA5,3.146648406982422,cross-source-ireland-precipitation
